,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
34401,204527108,0,12,0,87,30,0,3,310
34402,52140932,0,6,0,65,2,21,7,362
34403,193289800,1,11,1,120,2,14,1,0
34404,205530337,2,44,0,45,30,0,8,312
34405,205530337,2,44,0,45,30,1,8,314
34406,205530337,2,44,0,45,30,1,8,347
34407,205530337,2,44,0,45,30,1,8,163
34408,205530337,2,44,0,45,30,1,8,321
34409,205530337,2,44,0,45,30,1,8,331
34410,205530337,2,44,0,45,30,0,8,340
34411,205543083,2,129,0,80,3,4,1,342
34412,35645017,1,4,0,85,1,6,1,0
34413,606154,1,68,1,118,3,21,2,10
34414,205564408,1,19,0,50,1,5,1,0
34415,180212824,1,28,0,99,1,18,5,0
34416,194684765,0,6,1,204,5,28,1,225
34417,205606415,1,64,1,220,1,28,1,45
34418,57724903,1,71,1,325,7,0,1,0
34419,8593113,0,123,0,81,1,7,2,48
34420,99137905,4,88,0,60,1,1,1,269
34421,8593113,0,123,0,50,1,25,2,351
34422,203982404,1,4,0,90,2,38,6,0
34423,24000784,0,79,0,45,1,7,4,32
34424,200380610,1,5,1,180,30,0,65,364
34425,200380610,1,14,1,320,30,0,65,364
34426,200380610,1,28,1,340,30,0,65,364
34427,200380610,1,28,1,395,30,0,65,346
34428,200380610,1,28,1,187,30,0,65,315
34429,200754542,2,219,0,195,1,1,2,59
34430,205684793,2,129,1,170,5,1,2,0
34431,10457196,1,53,1,140,30,3,11,104
34432,14381199,0,6,1,125,3,20,1,0
34433,205697848,1,7,0,85,1,8,1,30
34434,190324721,2,37,0,73,1,25,4,317
34435,66495651,1,2,0,100,1,0,1,302
34436,42637974,0,15,1,90,7,0,1,0
34437,14297465,0,15,1,135,3,42,1,100
34438,3819001,0,10,0,60,1,18,2,308
34439,205777414,1,11,1,199,4,1,1,232
34440,205745676,2,37,0,80,1,33,9,365
34441,89589630,0,21,0,50,1,86,1,198
34442,36494687,1,19,0,55,5,2,1,0
34443,94214493,0,54,0,80,7,1,9,365
34444,205745676,2,37,0,95,1,30,9,353
34445,205813359,1,2,1,120,2,25,1,180
34447,23773099,0,13,1,110,225,0,1,365
34448,25459,1,2,0,40,1,22,2,105
34449,17866326,0,21,0,50,4,2,2,0
34450,137358866,2,31,0,40,30,2,103,216
34451,205930301,0,21,1,99,1,79,1,173
34452,205952285,0,6,0,65,2,32,1,37
34453,80381355,1,18,1,195,2,6,1,0
34454,18884557,1,11,1,150,30,1,1,86
34455,205969507,1,14,0,120,1,4,1,5
34456,205684793,2,129,1,170,5,4,2,0
34457,177825782,2,83,0,80,4,3,2,175
34458,30585124,4,99,0,35,5,8,2,179
34459,74678395,0,21,1,130,5,14,1,305
34460,205999048,2,37,0,30,1,16,1,153
34461,205998016,0,6,0,53,2,40,1,13
34462,203169632,1,28,1,350,2,24,1,242
34463,205131610,0,100,0,50,2,5,3,180
34464,45767988,0,22,1,250,1,0,1,17
34465,21621071,0,6,0,30,4,3,1,0
34466,206009618,0,21,0,56,2,32,1,158
34467,59880594,1,4,0,98,2,18,1,209
34468,133298502,0,22,0,100,1,0,1,0
34469,206040990,0,12,1,290,5,0,1,0
34470,204036615,4,69,1,75,4,35,1,169
34471,10849252,0,16,1,130,2,24,1,2
34472,4901731,1,19,0,98,2,15,1,29
34473,61100797,1,28,1,180,2,23,1,2
34474,16098958,1,28,1,200,30,0,96,0
34475,28380119,0,12,1,250,4,4,1,0
34476,41287915,0,21,0,75,1,27,1,29
34477,21940136,1,64,1,300,3,52,1,119
34478,13642054,0,6,1,180,2,30,1,69
34479,204744401,1,26,1,199,5,18,1,248
34480,47782497,0,70,0,65,7,16,3,287
34481,47782497,0,70,0,45,7,24,3,313
34482,74323368,1,2,0,90,2,39,1,29
34483,7210713,0,6,1,150,2,12,1,0
34484,63312104,2,37,0,55,1,37,6,364
34485,15145474,2,95,0,51,4,27,4,87
34486,3508047,0,21,0,45,3,2,3,0
34487,14621589,0,6,0,50,400,0,1,90
34488,13639385,0,15,0,60,3,0,1,179
34489,63312104,2,37,0,60,1,38,6,363
34490,26278289,1,52,1,300,4,0,1,188
34491,1603942,0,13,1,375,20,2,2,0
34492,23341244,0,73,1,64,30,0,1,0
34493,9880191,0,12,0,125,1,4,2,8
34494,9880191,0,12,1,250,2,3,2,0
34495,206217143,1,2,0,40,1,7,1,0
34496,18404082,3,179,0,89,1,1,1,65
34497,206227910,1,19,0,80,3,23,1,9
34498,118403993,0,12,1,600,2,23,2,328
34499,80543188,4,144,0,75,2,14,1,210
34500,59808986,0,54,1,110,1,57,3,223
34501,195704869,0,10,1,150,3,22,1,144
34502,6584607,0,12,0,90,1,18,2,9
34503,12243051,1,43,1,125,29,0,96,345
34504,12243051,1,14,1,209,29,0,96,335
34505,12243051,1,1,1,287,29,0,96,219
34506,12243051,1,14,1,202,29,0,96,279
34507,12243051,1,1,1,287,29,0,96,219
34508,12243051,1,14,1,239,29,3,96,254
34509,12243051,1,1,1,287,29,0,96,218
34510,12243051,1,14,1,232,29,2,96,311
34511,12243051,1,26,1,187,29,0,96,323
34512,45241930,1,5,1,175,29,5,3,49
34513,206260220,2,83,0,60,1,38,1,315
34514,15334096,0,12,1,310,4,0,1,87
34515,17506009,1,14,1,200,1,12,1,6
34516,196557649,2,184,1,200,1,7,2,311
34517,6776218,0,20,1,650,4,1,1,168
34518,10606156,0,20,1,75,4,0,2,177
34519,14898658,0,0,0,40,1,19,11,28
34520,206313609,0,76,1,123,2,27,2,128
34521,9738823,1,7,0,150,2,41,1,67
34522,8346419,0,21,0,47,7,2,1,0
34523,206359223,0,6,0,31,30,1,1,62
34524,68170006,2,56,0,54,2,2,1,0
34525,200380610,1,1,1,235,30,0,65,249
34526,200380610,1,1,1,320,30,0,65,249
34527,200380610,1,1,1,495,30,0,65,364
34528,200380610,1,7,1,300,30,0,65,365
34529,200380610,1,71,1,470,30,0,65,250
34530,200380610,1,7,1,350,30,0,65,281
34531,200380610,1,7,1,350,30,0,65,281
34532,200380610,1,1,1,200,30,0,65,339
34533,200380610,1,1,1,435,30,0,65,329
34534,84683441,0,79,1,100,2,12,1,2
34535,200380610,1,8,1,200,30,0,65,342
34536,895135,0,12,0,130,3,12,3,90
34537,200380610,1,5,1,305,30,0,65,364
34538,119531605,1,8,0,99,1,7,1,0
34539,200380610,1,8,1,230,30,0,65,348
34540,206400943,2,124,1,150,3,6,1,162
34541,200380610,1,8,1,220,30,0,65,364
34542,200380610,1,7,1,250,30,0,65,275
34543,200380610,1,26,1,185,30,0,65,364
34544,200380610,1,19,1,253,30,0,65,332
34545,200380610,1,28,1,150,30,0,65,364
34546,200380610,1,5,1,350,30,0,65,364
34547,12243051,1,43,1,135,29,0,96,332
34548,4406629,0,6,0,50,30,15,1,179
34549,95564806,0,147,0,59,2,32,3,0
34550,206451695,1,7,0,180,4,10,3,365
34551,206313609,0,76,1,113,3,24,2,96
34552,205745676,2,37,0,80,1,30,9,189
34553,33905781,2,56,0,45,2,4,1,249
34554,206482566,1,132,0,100,30,3,2,0
34555,159610596,1,43,1,525,1,25,6,203
34556,2685910,0,6,0,100,2,0,1,0
34557,2420988,2,44,1,105,7,2,1,93
34558,205772141,1,19,1,250,2,10,1,188
34559,206508895,3,172,1,67,2,39,1,45
34560,52050220,1,23,0,100,1,4,2,0
34561,34755288,4,99,1,75,7,0,1,0
34562,52050220,1,23,1,226,1,1,2,0
34563,206538133,1,43,1,175,2,1,1,0
34564,379051,1,7,1,550,3,1,1,353
34565,8245652,0,21,1,120,2,6,2,0
34566,33750239,0,6,1,126,2,30,2,35
34567,11409024,0,6,0,61,2,1,1,349
34568,180212824,1,28,0,99,1,18,5,0
34569,206551997,1,7,1,200,3,10,1,206
34570,7638718,0,21,0,54,7,8,1,0
34571,203982404,1,4,0,90,2,38,6,178
34572,206509509,0,32,1,155,1,12,1,6
34573,203982404,1,4,1,400,2,0,6,173
34574,200380610,1,8,1,250,30,0,65,334
34575,718630,2,25,1,150,3,2,1,3
34576,34643568,1,4,0,85,3,2,6,90
34577,119669058,0,6,2,38,3,12,34,365
34578,176043852,1,4,2,220,4,2,1,41
34579,119669058,0,6,2,37,2,10,34,362
34580,2948064,0,12,0,58,3,46,2,126
34581,10428298,1,14,1,220,14,0,1,0
34582,147590647,0,135,0,55,1,39,1,45
34583,14812962,0,15,1,93,5,3,1,0
34584,200380610,1,8,1,175,30,0,65,364
34585,2948064,0,12,0,58,3,47,2,188
34586,5699385,1,26,1,140,5,13,1,24
34587,7183012,1,26,1,160,10,2,1,81
34588,6456799,0,6,1,125,21,2,1,250
34589,34313176,2,87,1,140,2,11,4,335
34590,200834302,1,2,1,126,4,34,1,90
34591,200239515,2,31,0,35,30,2,15,5
34592,161899037,2,37,1,159,2,7,7,67
34593,206714649,2,160,0,99,1,49,3,38
34594,5680111,0,21,0,63,5,6,7,133
34595,205594437,0,12,1,180,2,5,1,0
34596,5680111,0,21,0,63,6,3,7,187
34597,105699183,1,2,0,65,4,2,2,0
34598,1548010,0,22,0,48,30,3,1,0
34599,11158514,0,22,0,42,10,1,1,0
34600,206758830,2,47,1,85,2,36,1,290
34601,84155085,0,90,0,50,2,1,1,0
34602,109930093,1,4,1,199,2,15,2,230
34603,206774126,1,2,1,85,15,0,1,0
34604,1720151,0,20,1,315,2,0,2,364
34605,204684505,0,54,1,199,3,9,1,353
34606,57002433,1,4,0,80,1,25,2,0
34607,119669058,0,6,2,36,3,12,34,361
34608,195041901,0,6,0,40,30,2,3,331
34609,32346001,0,21,0,106,1,2,2,5
34610,206195782,1,2,1,195,2,14,1,33
34611,206889476,2,46,1,75,1,63,1,61
34612,243321,2,25,1,150,3,0,1,0
34613,125320407,2,46,1,1000,2,0,5,365
34614,201203968,0,12,1,160,2,59,2,23
34615,56283770,1,28,1,185,30,0,6,123
34616,17477908,1,8,1,264,30,2,10,343
34617,206926246,0,100,0,40,3,23,1,357
34618,894516,2,56,1,120,3,23,1,16
34619,23074465,0,21,0,65,1,31,3,134
34620,3125234,1,9,1,350,2,8,1,52
34621,184398500,1,4,0,75,1,2,1,0
34622,21888830,1,11,1,190,30,5,1,130
34623,97170205,1,8,1,65,3,9,1,0
34624,206974381,1,9,1,180,2,19,1,179
34625,105983342,0,21,1,100,1,1,1,0
34626,8879096,0,12,0,65,3,6,1,0
34627,6485,0,6,1,150,5,4,1,160
34628,100704594,1,14,0,225,3,21,1,8
34629,207003851,1,4,0,111,3,9,1,3
34630,206778021,1,2,0,150,2,26,2,55
34631,207010341,1,4,1,145,5,2,2,1
34632,35328956,0,6,0,57,2,2,1,0
34633,56283770,1,28,1,135,30,0,6,178
34634,202869636,0,12,1,150,4,7,1,5
34635,207038607,2,62,0,53,1,14,1,357
34636,104569137,0,15,0,60,2,0,1,40
34637,2885704,0,21,0,35,2,43,2,15
34638,14364462,0,21,0,65,3,3,2,0
34639,157337532,2,118,1,100,1,62,2,77
34640,132536008,2,152,1,100,2,4,1,178
34641,52676179,1,7,1,144,2,2,1,0
34642,170384085,0,15,0,49,1,13,1,0
34643,20398684,1,1,1,120,2,6,1,0
34644,52644225,2,39,1,77,2,3,1,0
34645,2822805,0,6,0,60,30,1,8,0
34646,64971854,1,77,1,160,1,8,1,0
34647,23120620,2,37,0,62,1,10,5,90
34648,1353336,2,56,0,90,5,1,1,69
34649,54508119,2,37,0,38,1,16,1,362
34650,206778021,1,2,0,150,2,24,2,47
34651,27336207,1,68,1,160,3,6,2,0
34652,12841127,1,4,1,128,90,8,1,0
34653,120643397,0,117,1,139,2,41,1,62
34654,207195903,0,90,1,80,3,39,1,8
34655,48018277,0,6,0,85,3,8,2,63
34656,193502084,0,111,0,45,1,8,8,0
34657,166862866,0,6,1,148,1,63,1,82
34658,206949054,0,54,1,115,1,15,1,48
34659,207205519,3,78,0,100,3,0,1,90
34660,207117606,0,17,0,75,4,1,1,82
34661,207216690,0,21,0,75,1,37,1,294
34662,54438083,2,126,1,196,2,21,3,202
34663,22896813,1,45,0,100,3,1,1,0
34664,194047658,1,2,1,290,3,11,1,85
34665,185889529,2,85,0,46,2,71,3,340
34666,89842859,1,2,0,68,10,1,1,0
34667,557166,1,8,1,150,5,2,1,0
34668,25357997,1,19,1,149,2,1,1,0
34669,63199008,2,81,0,39,3,1,1,0
34670,33467956,0,12,1,175,1,15,1,8
34671,31378,0,15,0,100,1,12,3,2
34672,140312311,1,7,0,100,2,0,1,0
34673,38635971,0,6,0,60,1,4,1,0
34674,41950627,1,2,1,175,5,0,1,0
34675,52190465,0,21,1,100,2,1,1,0
34676,158088272,1,2,1,76,3,1,1,0
34677,1639484,0,29,1,91,5,2,1,0
34678,6786361,0,21,0,65,5,13,2,310
34679,6344971,1,14,1,240,2,8,1,0
34680,207396117,2,39,2,30,1,30,1,157
34681,85281944,0,21,1,110,1,0,1,0
34682,2093069,1,4,1,106,2,8,1,0
34683,11381575,0,21,0,59,2,8,1,0
34684,207418547,0,147,0,45,7,5,1,168
34685,6146050,0,12,0,98,1,0,2,0
34686,113295877,3,55,0,55,3,6,3,154
34687,106233552,2,103,0,89,3,0,2,23
34688,3116204,0,6,1,165,5,25,1,127
34689,207523208,1,19,1,450,3,34,1,80
34690,50909051,2,112,1,115,1,6,1,179
34691,82891189,0,21,0,50,2,2,1,0
34692,55149412,1,9,0,130,3,0,4,222
34693,131493626,1,5,1,799,5,5,1,340
34694,22550591,0,21,0,100,2,5,1,0
34695,40511430,2,129,0,70,2,53,1,108
34696,34992043,2,37,0,50,1,20,2,188
34697,207582987,0,21,1,138,2,62,1,151
34698,14278851,2,44,0,50,5,2,1,15
34699,17826780,1,28,1,250,30,1,1,60
34700,21858263,1,19,0,83,2,0,1,0
34701,130074377,2,44,0,89,1,28,2,212
34702,7098693,0,6,0,75,3,0,1,0
34703,207573589,2,56,1,125,1,18,1,0
34704,137358866,1,4,0,36,30,1,103,199
34705,12243051,1,43,1,159,29,0,96,325
34706,20909506,2,56,0,55,3,2,2,0
34707,92611851,1,28,1,160,1,17,1,5
34708,148705627,2,44,1,170,14,1,2,106
34709,310670,4,58,1,475,2,0,13,359
34710,12243051,1,43,1,217,29,0,96,9
34711,1911615,1,14,0,77,1,4,2,0
34712,55184486,0,21,1,175,1,54,2,137
34713,101144679,0,21,1,90,3,26,1,3
34714,200829464,1,8,1,299,3,33,1,96
34715,17518954,0,6,0,79,3,44,1,91
34716,7985095,1,7,1,285,2,44,3,70
34717,193502084,0,111,0,45,1,8,8,0
34718,193502084,0,111,0,40,1,12,8,0
34719,193502084,0,111,0,40,1,9,8,0
34720,193502084,0,111,0,40,1,11,8,0
34721,33389621,1,53,1,124,2,5,1,0
34722,207651513,1,2,0,60,1,49,3,0
34723,205745676,2,37,0,89,1,39,9,342
34724,7129207,1,7,1,159,2,58,1,124
34725,16676759,1,43,0,180,3,10,1,48
34726,190324721,2,37,0,63,1,22,4,347
34727,147638312,0,16,0,125,5,7,1,180
34728,192587955,0,21,0,70,1,1,1,39
34729,91646104,2,31,0,51,3,38,3,146
34730,7136700,0,15,1,115,3,34,4,249
34731,84459821,4,133,0,55,1,32,1,333
34732,206972453,1,64,1,250,4,16,1,0
34733,200380610,1,11,1,188,30,0,65,326
34734,35660592,2,81,0,149,2,5,6,340
34735,207777872,0,54,1,55,1,38,3,311
34736,162282607,1,101,0,100,1,5,1,0
34737,5108882,0,13,1,170,2,18,1,0
34738,104064206,1,4,0,85,1,6,1,0
34739,111587063,1,8,1,295,2,24,1,70
34740,58680528,1,9,1,125,30,39,1,32
34741,8039125,0,13,0,52,4,4,1,329
34742,207795404,1,7,1,151,6,22,2,56
34743,22318190,1,4,0,90,4,9,1,13
34744,190921808,1,7,0,55,7,5,47,342
34745,190921808,1,7,0,55,7,1,47,360
34746,142289373,2,37,1,450,3,0,1,0
34747,207661442,4,59,0,50,1,1,1,61
34748,177825782,2,83,0,89,4,2,2,175
34749,29650513,0,3,0,90,30,1,6,281
34750,38675275,2,154,1,200,1,32,2,324
34751,14727039,0,12,0,165,3,0,1,89
34752,34161028,0,97,0,116,3,2,3,16
34753,2058584,1,14,1,150,2,7,1,3
34754,87757867,0,36,0,80,7,54,2,311
34755,7186760,1,28,0,70,7,1,2,33
34756,39285391,0,6,0,65,1,56,2,49
34757,14049772,0,135,1,170,4,12,1,308
34758,5589082,0,15,1,689,2,18,1,340
34759,25899890,0,82,1,99,2,2,1,0
34760,30680112,1,19,1,120,2,0,1,39
34761,9060287,1,52,0,111,3,7,1,0
34762,14377035,0,6,0,43,4,10,1,0
34763,21963202,2,155,1,275,1,0,2,329
34764,23635330,0,12,0,125,2,3,1,54
34765,63338955,0,32,1,200,3,4,1,0
34766,3662122,0,21,0,100,3,29,3,31
34767,3662122,0,21,0,63,3,5,3,0
34768,21003949,1,4,0,150,1,5,1,83
34769,2802223,1,2,0,60,30,5,2,0
34770,4232014,0,90,1,100,2,8,1,46
34771,16303550,0,21,0,39,31,1,1,35
34772,146660704,1,30,0,90,2,24,1,119
34773,1898675,0,24,1,195,3,33,1,241
34774,61391963,1,26,1,142,30,1,91,364
34775,10016960,0,6,0,55,2,18,1,310
34776,61391963,1,8,1,142,30,3,91,213
34777,24862289,0,12,1,150,4,9,1,0
34778,120749029,0,12,0,65,27,4,2,154
34779,167775339,2,31,0,86,1,12,1,0
34780,1180925,0,13,1,200,7,1,3,163
34781,44514753,0,12,0,65,4,2,1,0
34782,49283943,1,11,1,400,5,1,1,0
34783,119669058,0,6,0,55,2,13,34,330
34784,15272878,1,26,1,150,2,0,1,0
34785,8663057,1,4,1,175,3,27,2,128
34786,506194,1,26,1,150,15,1,1,5
34787,16725437,0,21,0,59,5,8,1,177
34788,100238132,1,1,1,339,3,7,12,0
34789,169567256,3,55,0,100,2,1,1,0
34790,100238132,1,1,1,339,3,4,12,0
34791,161279657,1,14,1,350,3,0,1,0
34792,208099979,1,28,0,105,1,3,1,90
34793,207833780,1,7,1,195,2,53,1,150
34794,208106618,1,2,0,79,1,8,1,0
34795,23884430,0,21,0,55,1,64,3,149
34796,16931119,0,12,1,200,2,1,1,27
34797,71299428,1,7,1,159,2,3,1,0
34798,69997531,0,15,0,82,2,21,1,175
34799,69366752,2,63,1,65,2,59,2,127
34800,204704622,2,81,0,59,29,0,7,41
34801,207777872,0,54,0,75,1,2,3,125
34802,33767755,0,20,1,136,2,13,1,3
34803,207777872,0,54,0,65,1,4,3,125
34804,61042,1,4,0,49,5,14,6,12
34805,10366675,1,52,1,300,4,5,1,0
34806,6067124,0,33,1,160,4,2,1,4
34807,208206416,1,23,1,150,7,8,1,290
34808,124399442,0,117,2,32,7,0,4,21
34809,119669058,0,6,2,36,1,9,34,365
34810,19000768,2,39,1,79,2,6,2,0
34811,164291123,1,68,0,129,1,35,3,365
34812,87786261,0,10,1,159,1,11,5,262
34813,101170153,1,2,1,100,5,10,1,177
34814,7245581,1,14,1,93,105,1,19,332
34815,63903815,1,8,1,220,6,0,1,0
34816,6663544,1,2,1,86,4,3,1,0
34817,15322945,1,18,0,60,1,26,1,365
34818,24909331,0,20,0,105,4,0,1,8
34819,181651082,2,183,0,60,1,6,3,167
34820,52262348,1,23,1,185,3,10,1,0
34821,156586664,2,37,0,75,1,65,1,139
34822,5466113,1,30,1,95,1,42,1,2
34823,22011768,0,6,0,42,2,34,1,9
34824,16356851,0,20,0,120,5,8,2,179
34825,6388234,2,63,0,120,2,0,1,35
34826,207213839,0,79,1,120,3,0,1,0
34827,30532557,0,6,0,37,30,0,5,214
34828,125857611,1,2,1,350,3,2,1,0
34829,59765638,2,202,1,125,3,16,1,123
34830,208346552,0,17,1,165,3,55,1,37
34831,17278356,1,8,0,230,3,14,1,0
34832,24363273,1,4,1,200,20,1,1,341
34833,89767580,1,1,1,250,5,59,1,58
34834,10511660,0,12,1,290,4,12,1,117
34835,205745676,2,37,0,80,1,21,9,362
34836,208367810,0,111,2,25,3,8,4,88
34837,208367810,0,67,2,35,3,2,4,50
34838,194520886,2,155,1,150,1,20,2,147
34839,402569,0,12,1,180,3,22,1,98
34840,17898332,1,28,1,150,4,7,1,0
34841,95642648,1,28,1,95,4,3,2,0
34842,26185286,1,2,0,120,3,22,1,10
34843,46935284,1,68,1,400,4,2,1,0
34844,3250725,1,27,1,1100,3,5,1,180
34845,208485817,0,21,1,160,5,0,1,0
34846,144699715,0,6,1,60,4,1,1,0
34847,83203036,2,106,1,130,2,0,1,215
34848,208488535,0,6,1,150,4,7,1,0
34849,208136645,0,24,0,49,2,9,4,132
34850,68907781,2,56,1,120,1,5,3,0
34851,45863742,1,101,1,3750,1,0,1,365
34852,2886359,0,6,1,100,1,5,2,0
34853,67987135,0,6,1,139,1,10,9,20
34854,44034761,1,8,1,135,1,0,2,93
34855,70997341,0,21,0,59,2,26,1,0
34856,181885938,2,81,0,60,2,11,2,318
34857,12970838,1,23,1,197,5,1,1,12
34858,208531763,1,2,1,112,4,9,1,89
34859,26825592,1,19,1,140,2,19,1,18
34860,20267436,2,49,0,125,1,0,1,363
34861,5790236,1,8,1,245,2,33,2,262
34862,13462855,0,6,1,175,4,6,2,1
34863,55170899,0,20,1,199,2,14,1,250
34864,64450303,0,35,1,65,2,97,2,7
34865,23299832,2,106,1,250,1,0,1,90
34866,208574990,4,213,0,60,1,0,1,268
34867,208580991,2,81,1,229,2,37,1,0
34868,45835291,1,2,0,70,7,49,6,22
34869,93153006,0,21,0,88,7,21,1,54
34870,208634617,0,6,0,55,2,41,3,358
34871,208634617,0,6,0,55,2,27,3,346
34872,208634617,0,6,0,55,2,27,3,351
34873,7780845,0,21,0,65,2,3,3,28
34874,103865219,0,6,1,350,1,2,1,127
34875,38123545,0,6,0,52,2,25,2,328
34876,38123545,0,6,0,55,2,24,2,347
34877,46176891,0,12,1,160,2,0,1,0
34878,89031106,0,20,1,125,5,5,4,68
34879,113697596,1,14,0,200,4,13,1,172
34880,45675260,0,21,0,65,3,5,2,0
34881,126119576,0,12,0,85,4,1,2,0
34882,208699273,1,7,1,379,2,31,1,238
34883,194843581,1,8,0,69,2,10,4,0
34884,45675260,0,21,0,65,3,5,2,6
34885,21785798,1,2,1,175,5,1,1,89
34886,126024716,0,21,1,100,3,6,1,0
34887,195517789,0,79,0,50,3,39,2,300
34888,12243051,1,43,1,294,29,0,96,38
34889,21923346,1,19,1,225,2,6,1,87
34890,45336046,1,2,1,175,2,1,1,14
34891,199070207,4,59,0,80,3,24,2,72
34892,67987135,0,6,1,155,1,17,9,118
34893,205745676,2,37,0,75,1,25,9,360
34894,23884430,0,21,0,55,1,47,3,0
34895,77829151,1,7,1,239,4,2,1,0
34896,112545065,0,21,0,50,7,1,2,55
34897,75587530,1,28,2,90,26,0,2,90
34898,208856601,0,90,1,300,3,8,1,125
34899,22622958,0,16,1,285,2,25,2,36
34900,124743046,0,6,1,250,4,36,3,202
34901,208882093,0,15,0,85,1,1,1,65
34902,18763685,1,19,1,330,2,8,1,5
34903,205745676,2,37,0,85,1,31,9,337
34904,3598079,1,1,0,120,1,12,1,0
34905,208906697,4,99,0,50,1,13,1,280
34906,115154494,0,12,1,150,3,6,1,0
34907,56546581,0,12,0,63,10,2,1,0
34908,94390487,0,6,0,85,3,11,1,170
34909,208911587,2,152,1,85,3,33,1,44
34910,105828180,0,15,0,43,2,57,3,81
34911,183330366,1,53,0,80,2,65,1,12
34912,118226205,0,12,1,172,3,32,3,78
34913,38956453,0,6,1,125,2,51,1,89
34914,208260240,0,82,0,45,1,1,1,39
34915,208946050,2,46,1,54,2,45,1,12
34916,128610997,1,2,1,170,3,3,2,180
34917,3800338,0,22,0,50,2,2,1,77
34918,208955733,0,54,0,80,1,77,4,345
34919,85113502,2,85,0,55,1,0,1,8
34920,137358866,2,31,0,33,30,1,103,246
34921,4415812,0,22,0,45,4,24,1,4
34922,52363997,1,28,1,150,1,2,1,0
34923,44469259,0,6,0,37,2,44,2,1
34924,1423082,1,64,1,150,2,26,1,0
34925,175182004,2,49,0,60,1,3,1,40
34926,38272413,0,117,1,71,2,3,2,0
34927,15537429,1,19,1,158,2,21,3,18
34928,102332204,1,2,1,150,2,11,1,38
34929,158407820,2,31,0,58,2,32,5,88
34930,158407820,2,31,0,57,2,21,5,125
34931,53127489,2,44,0,65,2,0,2,0
34932,98260543,1,28,0,155,1,13,3,312
34933,875439,2,83,1,185,3,25,1,55
34934,21020951,0,6,0,86,2,2,5,342
34935,8855004,0,6,0,65,1,1,1,0
34936,2362991,0,6,1,139,2,6,1,0
34937,89332421,1,26,1,187,3,4,1,0
34938,145245549,3,194,0,36,2,18,1,178
34939,50183471,1,7,1,120,14,15,1,0
34940,209121939,1,2,0,65,1,21,2,58
34941,157209452,1,64,0,120,1,9,1,179
34942,15486514,4,133,2,65,2,4,2,0
34943,1008066,1,14,1,250,2,14,1,28
34944,27610676,2,112,1,120,2,7,1,41
34945,32126880,2,178,1,175,2,6,2,317
34946,32126880,2,178,1,200,2,6,2,321
34947,92509169,1,8,1,148,2,18,1,1
34948,209147067,0,111,1,120,2,5,1,3
34949,1213248,1,2,1,159,3,31,1,358
34950,9793059,1,23,1,200,4,16,1,56
34951,12104046,1,2,1,85,2,23,2,16
34952,47023469,1,8,0,90,1,31,3,112
34953,3550181,0,12,1,104,2,20,1,0
34954,208775804,4,59,0,85,3,0,1,89
34955,207381668,0,70,1,125,2,43,1,95
34956,12672916,1,4,1,275,3,2,1,0
34957,61688262,2,152,0,60,14,12,1,341
34958,152484079,3,122,0,46,1,17,1,0
34959,209202426,0,21,1,80,7,5,1,0
34960,69476664,0,90,1,136,2,24,1,130
34961,5354200,0,6,1,125,1,68,1,261
34962,15413542,0,21,0,85,1,14,1,81
34963,4367464,0,13,1,175,3,16,1,0
34964,209291543,1,1,0,400,7,3,1,184
34965,24762401,0,6,0,60,30,27,4,319
34966,24762401,0,6,0,60,30,11,4,361
34967,9503685,0,6,0,95,2,2,2,0
34968,24762401,0,6,0,65,30,30,4,365
34969,209306758,4,187,0,69,3,9,2,311
34970,67801150,2,81,0,89,1,2,1,33
34971,14760734,1,4,0,110,1,35,1,90
34972,158969505,1,23,1,150,30,2,9,302
34973,106647991,0,21,0,52,7,3,1,0
34974,209332627,1,30,0,75,2,4,2,58
34975,9761047,0,12,0,60,3,29,3,61
34976,97012192,0,24,1,100,2,6,1,0
34977,209350565,0,15,0,90,1,52,1,0
34978,187731563,2,56,1,170,2,11,1,0
34979,32215382,0,73,1,105,2,1,1,36
34980,7087709,0,38,1,295,2,31,1,25
34981,6584607,0,12,0,98,1,33,2,11
34982,126501524,0,6,1,150,3,44,3,252
34983,4354856,0,12,0,100,60,0,2,157
34984,209374833,0,15,0,99,3,19,2,41
34985,125177157,1,11,1,190,2,0,1,0
34986,133473678,2,25,0,89,1,0,1,0
34987,158407820,2,31,0,53,2,23,5,156
34988,209386156,1,4,2,49,2,25,9,12
34989,6591232,0,21,0,40,3,1,1,0
34990,3048319,1,7,1,300,2,12,2,2
34991,209386156,1,4,2,49,2,60,9,109
34992,78485066,0,70,1,124,2,34,2,273
34993,209386156,1,4,2,60,2,28,9,120
34994,209405908,1,7,0,100,1,41,3,64
34995,84063956,0,12,0,78,1,32,1,30
34996,209406241,2,63,1,300,1,0,1,0
34997,209405908,1,7,0,90,1,44,3,36
34998,209405908,1,7,1,180,1,41,3,30
34999,98260543,1,28,1,300,2,8,3,62
35000,27780735,0,21,1,110,1,2,1,0
35001,45578040,1,7,1,269,1,18,2,55
35002,4233057,1,4,0,61,3,8,3,95
35003,180212824,1,28,0,99,1,7,5,0
35004,74569188,0,22,0,60,2,3,1,0
35006,22072708,1,1,1,199,3,14,1,3
35007,11365400,2,25,0,75,1,91,2,0
35008,12926593,1,11,0,150,2,2,3,56
